QID90_1,QID90_2,QID90_3,Q22_1,Q92_1,Q92_2,Q92_3,Q100_1,Q100_2,Q61,Q20,Age,Gender,Household_size,Q28,bed,empa,Q92_2r,maskePo
2,2,2,1,1,5,5,3,3,2,1,47.00,1,2.00,Chinesisch,1.00,2.00,1.00,1.00
5,5,5,5,5,1,5,2,4,1,1,32.00,2,2.00,Obstsalat,2.00,5.00,5.00,5.00
3,3,3,4,3,1,5,3,3,2,1,57.00,1,2.00,Müsli,0.00,3.00,5.00,4.00
3,2,2,3,5,2,5,3,4,2,1,45.00,1,1.00,"brot, eins mit salami, eins mit Käse. war lecker Wurst aus Nordhessen ist immer lecker.",1.00,2.33,4.00,4.50
3,3,3,1,2,3,5,1,3,2,1,27.00,2,4.00,Bagel,2.00,3.00,3.00,2.50
4,1,3,4,5,1,5,2,3,1,1,23.00,2,3.00,Steak,1.00,2.67,5.00,5.00
1,1,2,4,5,1,5,4,3,1,1,52.00,2,3.00,Bratkartoffeln,0.00,1.33,5.00,5.00
1,1,1,5,4,1,5,5,5,1,1,61.00,2,1.00,Obstsalat,0.00,1.00,5.00,4.50
5,4,4,4,4,1,5,3,3,2,1,26.00,1,2.00,Hähnchen,2.00,4.33,5.00,4.50
1,2,2,4,3,1,5,3,4,2,1,22.00,1,4.00,Nudeln,2.00,1.67,5.00,4.00
1,1,2,4,4,1,5,3,4,2,1,29.00,1,2.00,Linsenbolognese,1.00,1.33,5.00,4.50
3,4,4,4,4,1,5,4,4,2,1,26.00,2,5.00,Nudeln,0.00,3.67,5.00,4.50
1,1,1,2,2,5,5,2,3,1,1,54.00,1,1.00,Spaghetti,0.00,1.00,1.00,1.50
3,3,3,5,5,1,5,2,4,2,1,53.00,1,1.00,Penne Bolognese,1.00,3.00,5.00,5.00
3,2,3,1,1,4,5,2,3,2,1,35.00,1,4.00,Fisch,2.00,2.67,2.00,1.50
3,3,3,4,5,1,5,2,3,1,1,30.00,2,1.00,Frikadelle mit Brötchen,1.00,3.00,5.00,5.00
5,4,5,4,3,1,5,2,3,2,1,23.00,2,3.00,Burger,2.00,4.67,5.00,4.00
2,2,2,4,5,2,5,3,4,1,1,33.00,2,3.00,nüsse,0.00,2.00,4.00,4.50
1,1,1,1,1,5,5,1,1,2,1,48.00,2,3.00,Salat,0.00,1.00,1.00,1.00
5,5,5,4,5,1,5,3,4,1,1,29.00,2,1.00,Nichts,2.00,5.00,5.00,5.00
1,1,1,4,3,1,5,3,3,2,1,38.00,1,3.00,Nudeln,1.00,1.00,5.00,4.00
3,2,2,3,1,4,5,3,3,1,1,35.00,1,2.00,Nudeln mit Tomatensauce,1.00,2.33,2.00,1.50
4,4,3,4,3,1,5,2,3,1,1,43.00,1,1.00,Lasagne,1.00,3.67,5.00,4.00
4,4,4,4,4,4,5,2,3,1,1,61.00,1,1.00,Hähnchenfilet mit Nudeln und Tomatensoße.,2.00,4.00,2.00,3.00
3,1,1,1,3,3,5,2,3,1,1,76.00,1,1.00,Reis mit Soljanka,0.00,1.67,3.00,3.00
3,4,1,5,4,1,5,4,5,1,1,22.00,2,2.00,Reis,1.00,2.67,5.00,4.50
3,3,3,5,4,1,5,4,5,1,1,31.00,2,2.00,Burrito,0.00,3.00,5.00,4.50
4,4,5,4,3,3,5,2,3,2,1,18.00,1,2.00,Nudeln,2.00,4.33,3.00,3.00
3,4,4,5,5,1,5,4,4,1,1,55.00,1,5.00,Nudeln mt Sauce,0.00,3.67,5.00,5.00
4,4,4,5,5,1,5,4,5,1,1,45.00,1,3.00,Pasta,1.00,4.00,5.00,5.00
4,4,4,5,5,1,5,3,3,1,1,65.00,2,1.00,Tagliatelle,2.00,4.00,5.00,5.00
4,3,2,4,5,2,5,3,3,1,1,30.00,1,5.00,Nudeln,2.00,3.00,4.00,4.50
3,3,4,4,4,1,5,4,4,1,1,43.00,2,2.00,Pizza,1.00,3.33,5.00,4.50
5,5,5,5,5,1,5,3,4,2,1,26.00,1,4.00,Käsespätzle,2.00,5.00,5.00,5.00
1,3,4,4,5,1,5,4,4,1,1,48.00,2,2.00,Hähnchen Cordon Bleu,0.00,2.67,5.00,5.00
1,1,2,1,1,5,5,1,2,2,1,26.00,1,2.00,"Brezel mit Butter, Eiweißbrot mit Tilsiter",1.00,1.33,1.00,1.00
4,2,2,2,3,2,5,2,3,2,1,23.00,1,3.00,Pizza,2.00,2.67,4.00,3.50
1,1,1,5,4,1,5,3,3,1,1,65.00,2,1.00,Tortellini mit Tomatensoße und Parmesankäse,0.00,1.00,5.00,4.50
1,1,1,4,3,1,5,4,4,1,1,34.00,2,3.00,Pizza,0.00,1.00,5.00,4.00
4,3,4,5,5,1,5,3,4,1,1,31.00,2,2.00,Spinat,2.00,3.67,5.00,5.00
1,1,1,3,4,1,5,2,3,1,1,48.00,1,1.00,Goulasch,1.00,1.00,5.00,4.50
1,1,1,5,5,1,5,3,3,2,1,47.00,2,8.00,Einen selbst zubereiteten Hamburger,0.00,1.00,5.00,5.00
3,3,3,2,1,2,5,2,3,2,1,29.00,1,2.00,Döner,2.00,3.00,4.00,2.50
3,2,2,2,1,5,5,2,2,1,1,54.00,1,2.00,Grillfleisch,1.00,2.33,1.00,1.00
1,1,1,2,2,2,5,2,3,1,1,51.00,2,1.00,Tomatensuppe,1.00,1.00,4.00,3.00
4,3,3,2,2,5,5,1,2,1,1,53.00,1,2.00,Nudeln,2.00,3.33,1.00,1.50
3,4,4,4,4,1,5,2,3,2,1,22.00,2,2.00,nudeln,0.00,3.67,5.00,4.50
5,3,4,3,5,1,5,2,3,2,1,34.00,2,3.00,Lasagne,2.00,4.00,5.00,5.00
5,3,3,5,3,3,5,4,3,1,1,33.00,1,2.00,Pizza,0.00,3.67,3.00,3.00
4,3,2,1,1,4,5,2,3,2,1,41.00,1,3.00,Brot,1.00,3.00,2.00,1.50
5,4,4,4,5,1,5,3,4,2,1,25.00,2,6.00,Reis,2.00,4.33,5.00,5.00
3,3,4,4,5,1,5,4,4,2,1,48.00,1,5.00,Brotzeit,1.00,3.33,5.00,5.00
3,3,3,4,4,2,5,3,3,1,1,34.00,1,2.00,Salat,2.00,3.00,4.00,4.00
4,2,2,4,5,2,5,2,4,2,1,18.00,2,3.00,Suppe,1.00,2.67,4.00,4.50
1,1,2,5,5,1,5,3,4,2,1,40.00,2,6.00,wurstsalat,0.00,1.33,5.00,5.00
5,4,4,5,5,1,5,3,3,2,1,21.00,2,2.00,Nudeln,2.00,4.33,5.00,5.00
4,4,4,2,3,1,5,3,4,2,1,32.00,1,1.00,Nudeln,0.00,4.00,5.00,4.00
1,1,1,2,1,3,5,2,4,2,1,18.00,1,3.00,Pasta,1.00,1.00,3.00,2.00
2,1,1,3,1,4,5,2,3,2,1,21.00,1,2.00,Reis,1.00,1.33,2.00,1.50
2,2,2,3,3,2,5,2,3,2,1,30.00,1,2.00,Brot,0.00,2.00,4.00,3.50
5,5,5,5,3,1,5,4,5,1,1,48.00,2,1.00,Salat mit Brot,2.00,5.00,5.00,4.00
1,2,2,4,3,1,5,2,2,2,1,42.00,1,4.00,Spaghetti Bolognese,1.00,1.67,5.00,4.00
5,5,5,5,5,1,5,4,5,1,1,45.00,1,3.00,Ravioli,2.00,5.00,5.00,5.00
3,2,2,4,3,2,5,3,3,2,1,22.00,1,4.00,Asia Nudeln mit Ente,1.00,2.33,4.00,3.50
1,3,3,5,5,1,5,3,3,2,1,38.00,2,2.00,Low carb pizza,0.00,2.33,5.00,5.00
5,5,4,5,5,1,5,4,5,2,1,26.00,2,4.00,Butterbrot und Joghurt,2.00,4.67,5.00,5.00
2,2,2,4,4,1,5,2,4,2,1,23.00,1,3.00,Reis,0.00,2.00,5.00,4.50
3,1,2,1,3,5,5,1,2,2,1,20.00,2,3.00,Crêpe,0.00,2.00,1.00,2.00
1,1,1,2,5,1,5,5,5,2,1,30.00,2,2.00,Kartoffelsalat,1.00,1.00,5.00,5.00
5,3,3,5,4,1,5,2,5,2,1,20.00,1,5.00,Fleisch,2.00,3.67,5.00,4.50
3,1,1,5,5,1,5,2,3,2,1,21.00,1,5.00,Pizza,0.00,1.67,5.00,5.00
4,4,4,5,4,1,5,3,4,2,1,38.00,1,2.00,Suppe,2.00,4.00,5.00,4.50
1,1,1,5,5,1,5,4,3,1,1,58.00,2,2.00,Fisch,1.00,1.00,5.00,5.00
2,3,3,5,4,1,5,3,4,2,1,27.00,1,3.00,Suppe mit Kartoffeln,1.00,2.67,5.00,4.50
2,2,4,5,5,4,5,3,4,2,1,23.00,1,1.00,Kartoffelbrei,0.00,2.67,2.00,3.50
4,4,4,5,4,1,5,2,4,2,1,19.00,2,2.00,Nudeln,2.00,4.00,5.00,4.50
4,4,4,5,4,1,5,2,3,2,1,31.00,2,2.00,Salat,2.00,4.00,5.00,4.50
1,1,1,5,1,1,5,3,3,2,1,55.00,1,1.00,Schnitzel,1.00,1.00,5.00,3.00
3,2,3,5,5,3,5,3,3,1,1,27.00,2,2.00,Belegtes Brot,1.00,2.67,3.00,4.00
3,3,3,3,5,5,5,2,3,2,1,22.00,1,4.00,Schnitzel,2.00,3.00,1.00,3.00
5,4,4,5,5,1,5,3,3,2,1,44.00,1,5.00,Müsli,2.00,4.33,5.00,5.00
1,3,3,3,3,3,5,2,2,2,1,31.00,2,2.00,Brot,1.00,2.33,3.00,3.00
1,1,3,3,3,1,5,3,4,2,1,24.00,1,3.00,Spagetti,0.00,1.67,5.00,4.00
1,1,1,3,4,1,5,3,3,2,1,24.00,2,3.00,Nudeln,1.00,1.00,5.00,4.50
5,3,2,3,2,4,5,3,3,2,1,20.00,1,6.00,Geflügel,2.00,3.33,2.00,2.00
5,5,5,5,5,1,5,4,3,1,1,27.00,#NULL!,2.00,Reis,2.00,5.00,5.00,5.00
1,2,2,4,5,1,5,3,5,1,1,27.00,1,2.00,Zwei wurstsemmeln mit Salami und Schinken,1.00,1.67,5.00,5.00
3,1,3,5,4,3,5,3,3,1,1,36.00,1,1.00,Gestwrn gab es zum Mittag Döner,0.00,2.33,3.00,3.50
5,2,2,4,4,2,5,3,4,2,1,27.00,2,3.00,Curry,2.00,3.00,4.00,4.00
1,1,3,3,5,1,5,2,3,2,1,38.00,2,3.00,Lasagne,1.00,1.67,5.00,5.00
5,5,5,3,2,2,5,1,3,2,1,19.00,1,4.00,Sushi,2.00,5.00,4.00,3.00
1,1,1,5,5,1,5,3,4,1,1,50.00,1,2.00,"Schweinebraten, Klöse und Rotkohl",0.00,1.00,5.00,5.00
2,2,2,2,3,4,5,2,2,1,1,55.00,2,4.00,"salat, zwei spiegeleier,brot",0.00,2.00,2.00,2.50
1,1,1,4,3,3,5,3,3,2,1,37.00,2,1.00,nudeln,0.00,1.00,3.00,3.00
4,2,2,4,3,4,5,3,4,2,1,28.00,1,1.00,Proteinshake,1.00,2.67,2.00,2.50
1,1,1,5,5,2,5,2,4,2,1,36.00,1,3.00,Nudeln,0.00,1.00,4.00,4.50
4,4,4,4,4,1,5,4,3,2,1,48.00,2,4.00,Lachs,2.00,4.00,5.00,4.50
5,5,5,4,4,1,5,3,3,1,1,51.00,2,5.00,Nudeln,1.00,5.00,5.00,4.50
5,4,4,3,4,3,5,4,4,1,1,21.00,2,3.00,Kaiserschmarrn,2.00,4.33,3.00,3.50
3,4,2,3,2,2,5,2,4,2,1,46.00,1,4.00,Tom Kha Gai,1.00,3.00,4.00,3.00
1,2,4,5,4,1,5,4,3,1,1,22.00,2,3.00,Pizza,0.00,2.33,5.00,4.50
2,1,2,5,5,1,5,3,3,2,1,30.00,2,4.00,Nudeln,0.00,1.67,5.00,5.00
2,3,1,3,4,2,5,2,4,2,1,25.00,2,2.00,Spagetti,1.00,2.00,4.00,4.00
2,2,2,5,5,1,5,3,4,2,1,45.00,2,4.00,Salat,1.00,2.00,5.00,5.00
5,4,4,5,5,1,5,5,3,2,1,51.00,2,1.00,"Kartoffel, Möhren",2.00,4.33,5.00,5.00
3,4,4,5,5,1,5,4,4,2,1,31.00,2,5.00,Salat habe ich gegessen,0.00,3.67,5.00,5.00
4,3,4,5,5,1,5,3,5,2,1,18.00,1,5.00,Kartoffeln,1.00,3.67,5.00,5.00
4,3,4,5,5,1,5,5,5,1,1,21.00,1,3.00,chinesisch,2.00,3.67,5.00,5.00
1,1,1,4,3,1,5,2,3,2,1,40.00,1,4.00,Nudelsalat,0.00,1.00,5.00,4.00
2,1,1,4,5,1,5,4,3,1,1,18.00,2,4.00,Reis,1.00,1.33,5.00,5.00
4,4,3,3,4,2,5,3,4,1,1,35.00,1,1.00,fisch,2.00,3.67,4.00,4.00
5,5,5,5,5,1,5,2,3,2,1,55.00,2,3.00,Gulasch,2.00,5.00,5.00,5.00
1,1,1,5,5,1,5,3,3,1,1,68.00,2,1.00,Brötchen,1.00,1.00,5.00,5.00
3,4,4,4,3,2,5,3,4,2,1,42.00,2,5.00,Schupfnudeln,0.00,3.67,4.00,3.50
3,3,3,4,3,3,5,3,3,2,1,60.00,2,2.00,obst,2.00,3.00,3.00,3.00
2,4,2,5,5,1,5,3,4,2,1,25.00,2,4.00,Nudeln,1.00,2.67,5.00,5.00
5,5,5,4,4,2,5,3,4,2,1,20.00,1,3.00,Schäuferla mit Kloß,2.00,5.00,4.00,4.00
1,1,1,3,4,2,5,4,4,2,1,27.00,1,1.00,Nudeln,1.00,1.00,4.00,4.00
4,2,1,5,4,2,5,3,4,2,1,25.00,2,2.00,Afrikanische eier,2.00,2.33,4.00,4.00
2,2,2,5,5,1,5,3,4,1,1,24.00,2,3.00,Gnoccis,0.00,2.00,5.00,5.00
4,3,3,4,4,1,5,3,3,2,1,19.00,2,2.00,Tofu,0.00,3.33,5.00,4.50
1,3,4,1,2,2,5,3,3,1,1,20.00,1,20.00,nudeln,1.00,2.67,4.00,3.00
2,3,3,5,5,2,5,4,4,2,1,27.00,2,1.00,Kohlrabi-Lasagne,0.00,2.67,4.00,4.50
1,1,5,5,5,1,5,4,4,2,1,43.00,1,3.00,Schnitzel und Bratkartoffeln,1.00,2.33,5.00,5.00
5,5,4,4,4,1,5,3,3,1,1,33.00,2,1.00,Spaghetti,2.00,4.67,5.00,4.50
1,1,1,5,4,2,5,4,4,2,1,31.00,1,1.00,Chili Con Carne,1.00,1.00,4.00,4.00
4,5,4,5,4,1,5,2,3,2,1,22.00,2,1.00,Nudeln,2.00,4.33,5.00,4.50
4,4,4,2,5,1,5,3,3,2,1,44.00,1,2.00,Nudeln,1.00,4.00,5.00,5.00
5,4,3,5,5,1,5,3,5,1,1,30.00,1,2.00,Nudeln,2.00,4.00,5.00,5.00
1,1,2,3,3,2,5,4,4,2,1,41.00,1,1.00,Pizza,1.00,1.33,4.00,3.50
3,3,3,5,5,1,5,4,3,1,1,55.00,1,2.00,Nudeln,0.00,3.00,5.00,5.00
4,2,3,5,5,1,5,3,3,2,1,22.00,2,5.00,Nudelsalat,1.00,3.00,5.00,5.00
1,1,3,5,5,1,5,2,3,2,1,23.00,2,3.00,Haferflocken,0.00,1.67,5.00,5.00
5,5,5,5,5,1,5,4,4,1,1,23.00,2,1.00,Spinat,2.00,5.00,5.00,5.00
4,2,4,4,5,1,5,3,4,1,1,22.00,2,3.00,Fisch,2.00,3.33,5.00,5.00
4,2,4,2,2,4,5,2,3,2,1,20.00,1,4.00,Schweinefleisch und Spinat,1.00,3.33,2.00,2.00
1,1,1,4,5,1,5,2,2,1,1,54.00,1,1.00,Nudeln mit Bolognesesosse,1.00,1.00,5.00,5.00
4,4,4,4,5,2,5,3,3,2,1,25.00,1,2.00,Chilli Sin Carne,2.00,4.00,4.00,4.50
4,3,3,4,2,3,5,3,4,2,1,37.00,1,2.00,Kartoffeln mit Quark,1.00,3.33,3.00,2.50
1,1,1,4,4,2,5,3,3,2,1,42.00,1,1.00,Fisch,0.00,1.00,4.00,4.00
3,3,3,5,5,1,5,4,4,2,1,57.00,1,2.00,Nudeln,0.00,3.00,5.00,5.00
3,3,3,2,1,5,5,2,2,1,1,49.00,1,2.00,Döner,2.00,3.00,1.00,1.00
2,2,2,2,3,4,5,2,3,2,1,26.00,1,1.00,Suppe,1.00,2.00,2.00,2.50
3,3,2,3,4,3,5,1,3,2,1,19.00,2,3.00,Kartoffeln,0.00,2.67,3.00,3.50
3,2,3,5,5,1,5,4,4,2,1,19.00,1,3.00,Gemüse mit huhn und Reis echt nice,0.00,2.67,5.00,5.00
5,4,4,3,2,4,5,2,3,2,1,25.00,2,4.00,Gemüse mit Hähnchen,2.00,4.33,2.00,2.00
3,2,3,4,3,2,5,2,3,2,1,31.00,2,2.00,Pizza,1.00,2.67,4.00,3.50
5,4,3,4,4,2,5,4,4,1,1,35.00,1,3.00,Brötchen,2.00,4.00,4.00,4.00
3,3,3,4,4,2,5,2,4,2,1,41.00,2,3.00,Salat,0.00,3.00,4.00,4.00
4,4,3,2,3,5,5,1,1,2,1,39.00,2,3.00,Reiseintopf mit Blumenkohl,2.00,3.67,1.00,2.00
1,1,1,5,1,1,5,3,3,2,1,25.00,1,1.00,Chilli,1.00,1.00,5.00,3.00
3,3,3,3,4,3,5,3,5,2,1,39.00,2,4.00,Curry,1.00,3.00,3.00,3.50
5,3,3,5,5,1,5,3,4,2,1,20.00,2,5.00,Nudeln,2.00,3.67,5.00,5.00
3,1,5,4,4,2,5,3,4,2,1,34.00,2,3.00,Nudeln,2.00,3.00,4.00,4.00
2,3,2,3,1,4,5,2,3,2,1,28.00,1,3.00,Joghurt,0.00,2.33,2.00,1.50
1,1,1,1,2,5,5,4,3,2,1,25.00,1,1.00,Spaghetti,0.00,1.00,1.00,1.50
3,3,3,5,4,1,5,3,2,2,1,29.00,#NULL!,9.00,Suppe,1.00,3.00,5.00,4.50
4,4,5,2,2,4,5,2,3,2,1,31.00,1,1.00,Pizza,1.00,4.33,2.00,2.00
4,3,3,4,4,1,5,4,4,1,1,28.00,1,2.00,nudeln,0.00,3.33,5.00,4.50
5,5,5,2,3,3,5,2,3,2,1,37.00,1,4.00,Nichts,2.00,5.00,3.00,3.00
2,1,1,3,5,1,5,4,4,1,1,29.00,2,2.00,Sandwich,1.00,1.33,5.00,5.00
3,4,3,4,1,2,5,2,2,2,1,25.00,1,1.00,Chinesische Nudeln,1.00,3.33,4.00,2.50
2,2,2,3,3,4,5,2,3,1,1,45.00,1,2.00,Fisch,0.00,2.00,2.00,2.50
1,2,2,5,5,2,5,2,4,2,1,23.00,1,5.00,Nudeln,0.00,1.67,4.00,4.50
4,4,4,4,5,2,5,2,3,2,1,26.00,2,3.00,Pizza,1.00,4.00,4.00,4.50
5,5,5,3,3,2,5,3,4,1,1,42.00,1,1.00,Schnitzel,2.00,5.00,4.00,3.50
4,4,4,4,2,1,5,2,4,2,1,26.00,2,2.00,Nudeln,1.00,4.00,5.00,3.50
3,2,3,5,3,2,5,3,4,2,1,18.00,1,4.00,Salami Pizza,1.00,2.67,4.00,3.50
3,2,2,5,4,2,5,2,3,2,1,30.00,1,1.00,Salat,1.00,2.33,4.00,4.00
1,1,1,5,4,1,5,4,3,1,1,48.00,1,1.00,Kräuterquark und Brot,0.00,1.00,5.00,4.50
5,5,5,5,5,1,5,3,3,2,1,37.00,1,3.00,Gestern Mittag hatte ich nichts,2.00,5.00,5.00,5.00
1,2,2,3,5,1,5,4,3,2,1,35.00,2,3.00,Rinderfiletspitzen mit Kartoffeltalern,0.00,1.67,5.00,5.00
3,1,3,3,1,3,5,2,2,2,1,26.00,2,2.00,Ravioli,1.00,2.33,3.00,2.00
4,5,4,3,2,2,5,4,4,1,1,28.00,1,4.00,Brot,2.00,4.33,4.00,3.00
1,1,1,5,3,2,5,2,3,2,1,24.00,1,3.00,Pizza,1.00,1.00,4.00,3.50
4,3,3,4,3,1,5,2,4,2,1,27.00,1,1.00,Weizen-Wrap,2.00,3.33,5.00,4.00
2,3,4,3,4,3,5,3,3,2,1,43.00,1,1.00,Nudeln,0.00,3.00,3.00,3.50
1,1,1,4,4,1,5,3,3,2,1,28.00,2,4.00,Kartoffelsalat,1.00,1.00,5.00,4.50
3,4,4,5,5,1,5,2,3,2,1,23.00,2,4.00,"Ei, Toast",0.00,3.67,5.00,5.00
2,1,2,2,1,1,5,2,3,2,1,22.00,1,2.00,Brezeln Brot und Käse,2.00,1.67,5.00,3.00
4,4,4,5,5,1,5,3,4,2,1,34.00,1,4.00,pasta,2.00,4.00,5.00,5.00
1,1,1,3,4,3,5,2,3,1,1,22.00,2,2.00,Reis,1.00,1.00,3.00,3.50
3,3,3,3,4,1,5,3,3,1,1,23.00,2,2.00,Tomate Mozzarella,0.00,3.00,5.00,4.50
3,4,4,2,1,2,5,2,3,2,1,21.00,2,1.00,Salat,1.00,3.67,4.00,2.50
4,3,1,5,5,1,5,4,4,2,1,23.00,1,2.00,Chilli,2.00,2.67,5.00,5.00
3,5,4,4,4,2,5,2,3,2,1,23.00,2,1.00,Salat,0.00,4.00,4.00,4.00
1,1,1,5,5,1,5,3,3,2,1,37.00,1,3.00,Pizza,1.00,1.00,5.00,5.00
5,3,4,2,2,5,5,3,4,2,1,21.00,2,2.00,Bockwurst,1.00,4.00,1.00,1.50
4,5,4,5,5,1,5,2,3,2,1,22.00,1,1.00,Tortellini,2.00,4.33,5.00,5.00
3,3,3,4,4,1,5,4,4,1,1,22.00,1,3.00,Döner,1.00,3.00,5.00,4.50
2,2,2,5,5,1,5,4,4,1,1,39.00,2,2.00,Pizza,1.00,2.00,5.00,5.00
5,5,5,4,4,1,5,2,3,2,1,36.00,2,1.00,Salat,2.00,5.00,5.00,4.50
4,4,4,4,1,1,5,3,3,1,1,29.00,1,3.00,Leider nix,2.00,4.00,5.00,3.00
2,2,2,5,5,2,5,2,3,2,1,41.00,2,2.00,Spaghetti,0.00,2.00,4.00,4.50
2,2,2,4,4,1,5,1,3,2,1,28.00,2,2.00,Sushi,0.00,2.00,5.00,4.50
1,1,1,5,5,1,5,4,4,2,1,37.00,2,2.00,thailändischee nudeln,1.00,1.00,5.00,5.00
5,5,3,5,5,2,5,3,3,2,1,18.00,2,3.00,schnitzel,1.00,4.33,4.00,4.50
4,4,4,5,5,1,5,4,3,1,1,25.00,2,2.00,Nudeln,2.00,4.00,5.00,5.00
4,3,3,5,3,2,5,2,3,2,1,23.00,2,2.00,curry,2.00,3.33,4.00,3.50
1,1,1,4,4,1,5,2,3,2,1,38.00,1,2.00,Salat,1.00,1.00,5.00,4.50
5,5,5,4,3,1,5,3,3,1,1,24.00,1,1.00,Salat,2.00,5.00,5.00,4.00
1,1,3,5,5,1,5,4,5,1,1,45.00,2,2.00,Dampfnudeln,0.00,1.67,5.00,5.00
2,2,2,4,3,1,5,3,4,2,1,32.00,2,1.00,Salat,1.00,2.00,5.00,4.00
3,4,3,5,2,5,5,2,3,2,1,34.00,1,4.00,Fleischkäse Brötchen,0.00,3.33,1.00,1.50
5,5,5,5,5,1,5,4,4,1,1,34.00,2,3.00,Kartoffeln,2.00,5.00,5.00,5.00
3,4,4,2,2,4,5,2,3,2,1,47.00,1,3.00,Fisch und Reis,0.00,3.67,2.00,2.00
4,4,4,5,4,1,5,4,4,2,1,46.00,1,7.00,Leberkäse und Erbsen,1.00,4.00,5.00,4.50
1,1,3,2,5,1,5,3,3,2,1,38.00,1,5.00,Salat,0.00,1.67,5.00,5.00
4,4,4,3,2,4,5,2,4,2,1,28.00,2,3.00,Nudeln,2.00,4.00,2.00,2.00
2,3,4,2,4,4,5,2,3,2,1,29.00,1,2.00,Kaviar,2.00,3.00,2.00,3.00
3,3,3,5,5,1,5,4,4,1,1,31.00,1,3.00,Mettbrötchen,1.00,3.00,5.00,5.00
3,4,3,5,5,1,5,3,3,1,1,24.00,2,1.00,Haferbrei,1.00,3.33,5.00,5.00
5,5,5,4,4,2,5,2,3,1,1,58.00,2,1.00,Spaghetti,2.00,5.00,4.00,4.00
1,1,1,3,5,1,5,2,3,2,1,32.00,1,2.00,Pasta,1.00,1.00,5.00,5.00
1,2,2,2,2,3,5,2,2,2,1,40.00,1,3.00,belegte Brote,1.00,1.67,3.00,2.50
3,5,4,5,5,1,5,4,4,2,1,27.00,2,3.00,Gemüsepfanne,0.00,4.00,5.00,5.00
3,3,3,1,2,4,5,4,4,2,1,32.00,2,4.00,Pizza,0.00,3.00,2.00,2.00
4,4,4,2,3,5,5,2,3,2,1,30.00,2,1.00,Pasta,2.00,4.00,1.00,2.00
5,5,5,3,4,1,5,3,4,2,1,47.00,1,2.00,Müsli,2.00,5.00,5.00,4.50
1,1,1,4,2,2,5,2,4,2,1,32.00,1,1.00,Müsli,0.00,1.00,4.00,3.00
4,4,4,2,2,2,5,2,3,2,1,39.00,1,4.00,Königsberger Klopse,2.00,4.00,4.00,3.00
1,1,1,2,3,2,5,3,4,1,1,20.00,1,3.00,Gemüse,0.00,1.00,4.00,3.50
4,4,3,4,3,2,5,4,3,1,1,54.00,2,4.00,Bohnen,2.00,3.67,4.00,3.50
1,1,1,5,4,1,5,4,4,2,1,28.00,2,3.00,Salzkuchen,0.00,1.00,5.00,4.50
5,5,4,5,5,1,5,3,3,1,1,24.00,2,3.00,Pizza,2.00,4.67,5.00,5.00
2,3,4,5,4,1,5,2,4,2,1,18.00,2,4.00,Nudeln mit Hähnchen,1.00,3.00,5.00,4.50
2,3,3,5,5,1,5,4,4,2,1,49.00,1,1.00,Pizza,1.00,2.67,5.00,5.00
1,1,1,1,4,4,5,2,3,1,1,34.00,2,3.00,Grießbrei mit Pfirsich,0.00,1.00,2.00,3.00
3,3,3,5,4,1,5,2,4,2,1,29.00,2,2.00,Ein asiatisches gericht,1.00,3.00,5.00,4.50
1,1,1,4,3,1,5,3,4,1,1,31.00,2,1.00,Maiskolben,0.00,1.00,5.00,4.00
4,5,5,5,4,1,5,3,4,2,1,49.00,2,2.00,Nudeln mit Sauce,2.00,4.67,5.00,4.50
1,2,1,5,5,1,5,2,4,2,1,26.00,1,1.00,Salat,1.00,1.33,5.00,5.00
3,3,3,5,3,3,5,3,4,2,1,30.00,2,2.00,Fischstäbchen,2.00,3.00,3.00,3.00
2,2,3,4,5,2,5,3,3,2,1,21.00,1,1.00,Nudeln,0.00,2.33,4.00,4.50
4,4,4,4,4,4,5,4,4,2,1,34.00,1,4.00,Spaghetti,2.00,4.00,2.00,3.00
1,1,1,4,4,2,5,4,4,2,1,39.00,2,6.00,Milchreis,1.00,1.00,4.00,4.00
1,1,1,3,1,1,5,2,4,2,1,19.00,2,3.00,Brot,1.00,1.00,5.00,3.00
1,1,1,4,4,1,5,2,3,2,1,37.00,1,2.00,Nichts,0.00,1.00,5.00,4.50
5,5,5,5,5,1,5,4,3,1,1,43.00,1,1.00,Pommes,2.00,5.00,5.00,5.00
5,5,5,4,4,1,5,4,3,1,1,57.00,2,4.00,Gulaschsuppe,2.00,5.00,5.00,4.50
3,4,3,5,4,1,5,3,4,1,1,19.00,2,6.00,Brot,0.00,3.33,5.00,4.50
1,1,1,3,4,2,5,2,3,2,1,49.00,1,1.00,Nudeln,1.00,1.00,4.00,4.00
5,5,5,4,3,1,5,2,3,2,1,21.00,2,3.00,Nudeln,2.00,5.00,5.00,4.00
4,5,3,5,5,2,5,2,4,2,1,20.00,2,3.00,Nudeln mit Tomatensauce,1.00,4.00,4.00,4.50
3,3,4,2,2,4,5,4,3,1,1,45.00,2,1.00,Quark mit Banane,2.00,3.33,2.00,2.00
3,3,3,4,4,3,5,3,3,2,1,23.00,2,3.00,Spaghetti mit Thunfischsoße,0.00,3.00,3.00,3.50
2,4,3,5,5,1,5,3,4,2,1,26.00,1,2.00,Schnitzel,0.00,3.00,5.00,5.00
5,5,4,4,4,3,5,2,3,2,1,30.00,2,5.00,Eintopf,2.00,4.67,3.00,3.50
5,5,5,5,5,1,5,3,5,2,1,30.00,2,2.00,Taccos,2.00,5.00,5.00,5.00
